id,name,email,geography,employment_type,loan_purpose,loan_amount,monthly_income,outstanding_balance,tenure_months
7ac0eba2-384f-472a-8cba-950f2c6f8885,Tracey Wagner,fortiz@example.com,North America,Part-time,Auto,91037,2265.75,72829.6,48
7aeef775-5bad-4165-9476-c2f2cd46634d,Jill Jackson,flynnjeffrey@example.org,North America,Self-Employed,Auto,79806,4941.833333333333,63844.8,12
709197cf-6374-45da-aac3-b3696a51afe1,Joshua Jackson,xcunningham@example.com,Africa,Unemployed,Home,181008,7105.833333333333,144806.4,12
9eef22c9-a4cb-4136-b02e-07dbe007e596,Ashley Wilson,amber07@example.net,South America,Self-Employed,Education,192884,5876.416666666667,154307.2,60
58d70acc-2ea1-48fb-8615-42d8f503acad,Jeffery Fitzgerald,kennethkidd@example.com,Africa,Self-Employed,Business,5660,2058.75,4528.0,24
1a16cfdd-50b9-4bee-bedf-1438a53a826a,Scott Miller,rowejoel@example.net,North America,Unemployed,Home,135630,1786.8333333333333,108504.0,24
ed4d9286-4c08-4a1d-aaa6-7c7101c20a99,Heather Page,imartin@example.org,North America,Self-Employed,Education,181186,9967.333333333334,144948.80000000002,12
d1d735eb-ba19-4f4d-bb50-5d206528acc6,Renee Hudson,candice25@example.net,Europe,Unemployed,Other,142449,11856.5,113959.20000000001,60
fd89f353-4e24-418a-9a61-50590a86fc90,Kenneth Farley,taylorkaren@example.com,Asia,Salaried,Home,54331,7616.25,43464.8,36
ebe4bf1a-2f8f-4432-afcb-7a5532e1635e,Wendy Camacho,jacquelineanderson@example.org,South America,Salaried,Education,185277,7368.416666666667,148221.6,60
1bd6cf62-6abb-4026-9ad0-17eae6d14dc8,Sandra Juarez,kburns@example.net,South America,Part-time,Home,102657,6705.0,82125.6,48
f6d3a42f-d949-4c16-9087-dfdfe720c79c,Jason Hayes,powellkara@example.net,Europe,Salaried,Auto,84184,7712.666666666667,67347.2,12
35428051-bf9e-43b9-afb0-c90600591846,Jackie Clements,brandi17@example.net,North America,Part-time,Education,29270,11319.083333333334,23416.0,48
4d09bbd0-5930-4741-97a0-f7555a21e91b,Heather Brown,brobinson@example.org,North America,Part-time,Home,67336,9249.0,53868.8,48
8d2a8849-56a2-4471-a271-eec917ec0ba4,Frank Campbell MD,ashleewashington@example.com,South America,Part-time,Auto,38894,4857.25,31115.2,36
4c0b647d-b986-492e-89ff-c4d2066c11a5,Pamela Williams,ksmith@example.com,Africa,Self-Employed,Education,170645,5371.416666666667,136516.0,36
39dada6c-4a91-4733-a4b2-d2326b3cb625,William Patterson,nicoleturner@example.com,Europe,Unemployed,Business,168426,4001.1666666666665,134740.80000000002,12
6f55d45d-2eeb-49e1-8611-6828cf6f6c89,Isaac Miller,brettgarrett@example.net,Europe,Self-Employed,Business,184724,6930.666666666667,147779.2,60
f7950279-0233-43aa-b143-4484f05c6cb0,Cynthia Rios,smiththomas@example.org,Africa,Self-Employed,Other,147179,2736.5833333333335,117743.20000000001,12
5e0ccd5c-bf97-40b3-b9c2-bb5aa7e19c14,Kelly Wallace,dominguezlisa@example.com,Asia,Part-time,Other,34904,6996.166666666667,27923.2,36
d051169e-0bff-4c08-b18e-9090a4c006b9,Karen Perez,crosscurtis@example.com,Africa,Part-time,Business,100714,4875.666666666667,80571.20000000001,12
bc0fbf0c-b387-467b-95cf-9fa64184c243,Edwin Reyes,darlenebyrd@example.org,Europe,Unemployed,Other,181039,8717.5,144831.2,60
d76aab04-57cf-4f6f-96bc-5bcd9fee0993,Alejandra Santos,nbell@example.net,North America,Unemployed,Education,70235,8686.833333333334,56188.0,48
abd9c6a9-b339-4072-a764-05a4481e2937,Tamara Jensen,fheath@example.org,Europe,Part-time,Other,165662,8098.666666666667,132529.6,12
608ba577-231f-4977-ab0c-f0e0f51bf4eb,Bryce Blair,sylvia52@example.org,South America,Part-time,Auto,192828,3782.5,154262.4,12
b3ac163e-7d53-4401-85ab-c5dd637626c8,Bradley Tran,kimberly04@example.org,Asia,Part-time,Auto,179173,8332.25,143338.4,12
8d1b0893-e9bc-4c38-a137-d301468ff41d,Katrina Adkins,debbie37@example.com,Asia,Unemployed,Other,26261,7210.75,21008.800000000003,36
c76ee1f6-d5d3-4b90-baaf-ac59afe38f3a,Jonathan Wheeler,hatfieldsarah@example.org,South America,Unemployed,Business,210383,2355.5833333333335,168306.40000000002,12
10aeca3f-2898-4ff6-9ade-b672a30da304,Ryan Fisher,kathrynbest@example.org,Asia,Unemployed,Business,236128,3204.4166666666665,188902.40000000002,48
de79af78-0f36-475a-a94b-b770a71fac2a,Austin Baker,livingstonstacy@example.com,Europe,Self-Employed,Other,180880,3354.5,144704.0,36
8a2ce976-7fd0-4594-9b5a-146429f72d0e,Lori Mason,zhenderson@example.org,South America,Unemployed,Home,172806,6340.416666666667,138244.80000000002,60
a9fb206f-b2f1-4ec7-88f6-519a3da71233,Kimberly Hernandez,collinswilliam@example.org,South America,Unemployed,Education,133564,8338.833333333334,106851.20000000001,36
4e1a0186-6360-4c88-b1d1-43d4e8d35da0,Brittney Murphy,collinssamuel@example.org,Africa,Unemployed,Education,160461,7807.25,128368.8,24
16cd5a6e-2e75-42ae-97a9-f00281f05495,Brandon Hamilton,dsalazar@example.com,Africa,Part-time,Business,31357,11102.416666666666,25085.600000000002,60
57aaa9a6-5afc-4112-a15a-303a90465974,Mary Thompson,zimmermanjacqueline@example.org,North America,Part-time,Business,245673,2899.75,196538.40000000002,48
f880ef3a-76f8-4527-95b7-d5029a31bae5,Gregory Holmes PhD,gary24@example.net,Asia,Unemployed,Other,150582,2442.6666666666665,120465.6,12
